Warning: {
	Model use is disabled for problem with categorical variables.
} 
Warning: {
	Default anisotropic mesh is disabled with categorical and binary variables.
} 

MADS run {

	BBE	(	SOL	)	OBJ

	3597	(	2 0 4002.3593853505 2 5997.2124120580 )	53.8168706752 (ExtendedPoll#43)
	3598	(	2 0 4000.4056066249 2 5999.3952192000 )	53.8160033453 (ExtendedPoll#43)
	3606	(	2 0 4000.3383801740 2 5999.4971117887 )	53.8157389067 (ExtendedPoll#43)
	3607	(	2 0 4000.1367008212 2 5999.8027895547 )	53.8149458834 (ExtendedPoll#43)
	3613	(	2 0 4000.1340485485 2 5999.8637668378 )	53.8144356991 (ExtendedPoll#43)
	3621	(	2 0 4000.1293216626 2 5999.8697555108 )	53.8144274351 (ExtendedPoll#43)
	3629	(	2 0 4000.1301279381 2 5999.8692461828 )	53.8144243508 (ExtendedPoll#43)
	3633	(	2 0 4000.1294111560 2 5999.8703886418 )	53.8144210416 (ExtendedPoll#43)
	3635	(	2 0 4000.1312576800 2 5999.8684223480 )	53.8144209958 (ExtendedPoll#43)
	3636	(	2 0 4000.1367972520 2 5999.8625234666 )	53.8144208588 (ExtendedPoll#43)
	3637	(	2 0 4000.1589555398 2 5999.8389279410 )	53.8144203127 (ExtendedPoll#43)
	3638	(	2 0 4000.2475886910 2 5999.7445458387 )	53.8144181595 (ExtendedPoll#43)
	3639	(	2 0 4000.6021212960 2 5999.3670174292 )	53.8144100483 (ExtendedPoll#43)
	3640	(	2 0 4002.0202517159 2 5997.8569037914 )	53.8143856278 (ExtendedPoll#43)
	3642	(	2 0 4002.1422495983 2 5997.8527654463 )	53.8132795659 (ExtendedPoll#43)
	3651	(	2 0 4002.1489902101 2 5997.8491916670 )	53.8132478315 (ExtendedPoll#43)
	3656	(	2 0 4002.1460036830 2 5997.8536843822 )	53.8132363424 (ExtendedPoll#43)
	3663	(	2 0 4002.1464898557 2 5997.8532170669 )	53.8132358938 (ExtendedPoll#43)
	3664	(	2 0 4002.1479483737 2 5997.8518151211 )	53.8132345481 (ExtendedPoll#43)
	3665	(	2 0 4002.1537824458 2 5997.8462073379 )	53.8132291653 (ExtendedPoll#43)
	3681	(	2 0 4002.1537952967 2 5997.8461997948 )	53.8132291112 (ExtendedPoll#43)
	3692	(	2 0 4002.1537979211 2 5997.8462000219 )	53.8132290846 (ExtendedPoll#43)
	3694	(	2 0 4002.1537995406 2 5997.8461991017 )	53.8132290775 (ExtendedPoll#43)
	3695	(	2 0 4002.1538022459 2 5997.8461965406 )	53.8132290747 (ExtendedPoll#43)
	3696	(	2 0 4002.1538103616 2 5997.8461888572 )	53.8132290662 (ExtendedPoll#43)
	3705	(	2 0 4002.1538099327 2 5997.8461896839 )	53.8132290629 (ExtendedPoll#43)
	3713	(	2 0 4002.1538099976 2 5997.8461897805 )	53.8132290615 (ExtendedPoll#43)
	3716	(	2 0 4002.1538101107 2 5997.8461898084 )	53.8132290602 (ExtendedPoll#43)
	3721	(	2 0 4002.1538101371 2 5997.8461898603 )	53.8132290595 (ExtendedPoll#43)
	3750	(	2 0 4999.8953615990 2 4999.9816204393 )	55.9027305088 (ExtendedPoll#44)
	3751	(	2 0 4999.7707564260 2 5000.1157917870 )	55.9020567360 (ExtendedPoll#44)
	3752	(	2 0 4999.2723357338 2 5000.6524771780 )	55.8993623523 (ExtendedPoll#44)
	3755	(	2 0 4999.1349773271 2 5000.8543164668 )	55.8979629118 (ExtendedPoll#44)
	3762	(	2 0 4999.0739417340 2 5000.9153520600 )	55.8976901754 (ExtendedPoll#44)
	3763	(	2 0 4998.8908349545 2 5001.0984588395 )	55.8968720583 (ExtendedPoll#44)
	3764	(	2 0 4998.1584078364 2 5001.8308859575 )	55.8936009704 (ExtendedPoll#44)
	3765	(	2 0 4995.2286993643 2 5004.7605944297 )	55.8805387184 (ExtendedPoll#44)
	3766	(	2 0 4983.5098654757 2 5016.4794283182 )	55.8286442151 (ExtendedPoll#44)
	3767	(	2 0 4936.6345299214 2 5063.3547638726 )	55.6267962813 (ExtendedPoll#44)
	3768	(	2 0 4749.1331877041 2 5250.8561060898 )	54.9147822323 (ExtendedPoll#44)
	3769	(	2 0 3999.1278188349 2 6000.8614749590 )	53.8151109452 (ExtendedPoll#44)
	3786	(	2 0 3999.1207593662 2 6000.8750024663 )	53.8150584528 (ExtendedPoll#44)
	3793	(	2 0 3999.1195214058 2 6000.8764534763 )	53.8150573268 (ExtendedPoll#44)
	3794	(	2 0 3999.1158075247 2 6000.8808065061 )	53.8150539489 (ExtendedPoll#44)
	3795	(	2 0 3999.1009520003 2 6000.8982186254 )	53.8150404383 (ExtendedPoll#44)
	3805	(	2 0 3999.1012090993 2 6000.8986202144 )	53.8150345073 (ExtendedPoll#44)
	3812	(	2 0 3999.1012443818 2 6000.8986682546 )	53.8150337554 (ExtendedPoll#44)
	3813	(	2 0 3999.1011692098 2 6000.8987607750 )	53.8150336483 (ExtendedPoll#44)
	3814	(	2 0 3999.1009436941 2 6000.8990383364 )	53.8150333272 (ExtendedPoll#44)
	3824	(	2 0 3999.1009378077 2 6000.8990520256 )	53.8150332623 (ExtendedPoll#44)
	3828	(	2 0 3999.1009370763 2 6000.8990594402 )	53.8150332041 (ExtendedPoll#44)
	3831	(	2 0 3999.1009434424 2 6000.8990555693 )	53.8150331784 (ExtendedPoll#44)
	3837	(	2 0 3999.1009426080 2 6000.8990572346 )	53.8150331716 (ExtendedPoll#44)
	3841	(	2 0 3999.1009445289 2 6000.8990554321 )	53.8150331694 (ExtendedPoll#44)
	3877	(	2 0 4999.7695768976 2 5000.1146922267 )	55.9020792324 (ExtendedPoll#45)
	3878	(	2 0 4999.2676176204 2 5000.6480789368 )	55.8994523349 (ExtendedPoll#45)
	3882	(	2 0 4999.0614867145 2 5000.9250615107 )	55.8976679710 (ExtendedPoll#45)
	3893	(	2 0 4999.0655499855 2 5000.9315188764 )	55.8975579561 (ExtendedPoll#45)
	3895	(	2 0 4999.0601491243 2 5000.9369076070 )	55.8975339712 (ExtendedPoll#45)
	3896	(	2 0 4999.0439465409 2 5000.9530737988 )	55.8974620175 (ExtendedPoll#45)
	3897	(	2 0 4998.9791362072 2 5001.0177385657 )	55.8971742134 (ExtendedPoll#45)
	3898	(	2 0 4998.7198948722 2 5001.2763976335 )	55.8960231692 (ExtendedPoll#45)
	3899	(	2 0 4997.6829295325 2 5002.3110339045 )	55.8914217511 (ExtendedPoll#45)
	3900	(	2 0 4993.5350681737 2 5006.4495789887 )	55.8730602592 (ExtendedPoll#45)
	3901	(	2 0 4976.9436227384 2 5023.0037593255 )	55.8003237383 (ExtendedPoll#45)
	3902	(	2 0 4910.5778409973 2 5089.2204806727 )	55.5208926377 (ExtendedPoll#45)
	3903	(	2 0 4645.1147140329 2 5354.0873660614 )	54.5978092091 (ExtendedPoll#45)
	3905	(	2 0 4641.9961744036 2 5356.4416246436 )	54.5973154410 (ExtendedPoll#45)
	3906	(	2 0 4632.6405555159 2 5363.5044003904 )	54.5960322314 (ExtendedPoll#45)
	3907	(	2 0 4595.2180799647 2 5391.7555033777 )	54.5938886963 (ExtendedPoll#45)
	3910	(	2 0 4589.5405636156 2 5406.2768432706 )	54.4819217775 (ExtendedPoll#45)
	3915	(	2 0 4586.8655799511 2 5409.1224253831 )	54.4730509300 (ExtendedPoll#45)
	3916	(	2 0 4578.8406289576 2 5417.6591717205 )	54.4466693127 (ExtendedPoll#45)
	3917	(	2 0 4546.7408249837 2 5451.8061570703 )	54.3446263871 (ExtendedPoll#45)
	3923	(	2 0 4544.4002142773 2 5454.9315206375 )	54.3305581908 (ExtendedPoll#45)
	3926	(	2 0 4543.3834475273 2 5456.5982674743 )	54.3211315639 (ExtendedPoll#45)
	3940	(	2 0 4543.3817833230 2 5456.6057131428 )	54.3210653441 (ExtendedPoll#45)
	3943	(	2 0 4543.3799196151 2 5456.6131114083 )	54.3210013080 (ExtendedPoll#45)
	3944	(	2 0 4543.3724892530 2 5456.6264388915 )	54.3209201075 (ExtendedPoll#45)
	3955	(	2 0 4543.3733273061 2 5456.6259837410 )	54.3209179808 (ExtendedPoll#45)
	3957	(	2 0 4543.3714783336 2 5456.6279477327 )	54.3209123378 (ExtendedPoll#45)
	3958	(	2 0 4543.3659314160 2 5456.6338397077 )	54.3208954091 (ExtendedPoll#45)
	3968	(	2 0 4543.3658531448 2 5456.6339296214 )	54.3208950973 (ExtendedPoll#45)
	3969	(	2 0 4543.3656183312 2 5456.6341993626 )	54.3208941618 (ExtendedPoll#45)
	3970	(	2 0 4543.3646790771 2 5456.6352783273 )	54.3208904201 (ExtendedPoll#45)
	3974	(	2 0 4543.3645278465 2 5456.6354626442 )	54.3208897035 (ExtendedPoll#45)
	3983	(	2 0 4543.3645352524 2 5456.6354634587 )	54.3208896327 (ExtendedPoll#45)
	3987	(	2 0 4543.3645324236 2 5456.6354658827 )	54.3208896303 (ExtendedPoll#45)
	3988	(	2 0 4543.3645239373 2 5456.6354731547 )	54.3208896231 (ExtendedPoll#45)
	3989	(	2 0 4543.3644899919 2 5456.6355022427 )	54.3208895946 (ExtendedPoll#45)
	3990	(	2 0 4543.3643542104 2 5456.6356185947 )	54.3208894804 (ExtendedPoll#45)
	3991	(	2 0 4543.3638110842 2 5456.6360840029 )	54.3208890235 (ExtendedPoll#45)
	3992	(	2 0 4543.3616385797 2 5456.6379456356 )	54.3208871959 (ExtendedPoll#45)
	3993	(	2 0 4543.3529485614 2 5456.6453921663 )	54.3208798860 (ExtendedPoll#45)
	3994	(	2 0 4543.3181884885 2 5456.6751782893 )	54.3208506492 (ExtendedPoll#45)
	3995	(	2 0 4543.1791481970 2 5456.7943227813 )	54.3207337517 (ExtendedPoll#45)
	3996	(	2 0 4542.6229870307 2 5457.2709007492 )	54.3202669568 (ExtendedPoll#45)
	3997	(	2 0 4540.3983423657 2 5459.1772126208 )	54.3184125004 (ExtendedPoll#45)
	3998	(	2 0 4531.4997637056 2 5466.8024601073 )	54.3111985229 (ExtendedPoll#45)
	3999	(	2 0 4495.9054490650 2 5497.3034500534 )	54.2856217202 (ExtendedPoll#45)
	4000	(	2 0 4353.5281905028 2 5619.3074098378 )	54.2368825197 (ExtendedPoll#45)
	4002	(	2 0 4353.5041867680 2 5619.3635257316 )	54.2365196285 (ExtendedPoll#45)
	4003	(	2 0 4353.4321755638 2 5619.5318734129 )	54.2354310246 (ExtendedPoll#45)
	4004	(	2 0 4353.1441307467 2 5620.2052641384 )	54.2310776574 (ExtendedPoll#45)
	4005	(	2 0 4351.9919514786 2 5622.8988270401 )	54.2136809672 (ExtendedPoll#45)
	4006	(	2 0 4347.3832344061 2 5633.6730786469 )	54.1443630877 (ExtendedPoll#45)
	4007	(	2 0 4346.4159412060 2 5635.3688272200 )	54.1355996268 (ExtendedPoll#45)
	4008	(	2 0 4343.5140616057 2 5640.4560729390 )	54.1093792188 (ExtendedPoll#45)
	4009	(	2 0 4331.9065432045 2 5660.8050558153 )	54.0055500944 (ExtendedPoll#45)
	4012	(	2 0 4329.8320660769 2 5668.3386832786 )	53.9480883416 (ExtendedPoll#45)
	4018	(	2 0 4334.3358651038 2 5665.1314324564 )	53.9408691910 (ExtendedPoll#45)
	4026	(	2 0 4334.7698249059 2 5664.9075219934 )	53.9393230537 (ExtendedPoll#45)
	4030	(	2 0 4335.0132475664 2 5664.9262078546 )	53.9370077879 (ExtendedPoll#45)
	4034	(	2 0 4335.0593141454 2 5664.8861671994 )	53.9370070214 (ExtendedPoll#45)
	4035	(	2 0 4335.1975138822 2 5664.7660452336 )	53.9370047791 (ExtendedPoll#45)
	4041	(	2 0 4335.2265889224 2 5664.7567731080 )	53.9368437214 (ExtendedPoll#45)
	4047	(	2 0 4335.2341353579 2 5664.7556510827 )	53.9367890253 (ExtendedPoll#45)
	4049	(	2 0 4335.2400852963 2 5664.7508755444 )	53.9367849554 (ExtendedPoll#45)
	4050	(	2 0 4335.2579351117 2 5664.7365489296 )	53.9367727467 (ExtendedPoll#45)
	4053	(	2 0 4335.2420401136 2 5664.7511438225 )	53.9367651768 (ExtendedPoll#45)
	4054	(	2 0 4335.1943551193 2 5664.7949285015 )	53.9367424744 (ExtendedPoll#45)
	4055	(	2 0 4335.0036151422 2 5664.9700672173 )	53.9366517744 (ExtendedPoll#45)
	4056	(	2 0 4334.2406552335 2 5665.6706220803 )	53.9362907282 (ExtendedPoll#45)
	4057	(	2 0 4331.1888155990 2 5668.4728415326 )	53.9348746183 (ExtendedPoll#45)
	4058	(	2 0 4318.9814570610 2 5679.6817193417 )	53.9296600779 (ExtendedPoll#45)
	4059	(	2 0 4270.1520229090 2 5724.5172305782 )	53.9160449943 (ExtendedPoll#45)
	4062	(	2 0 4270.2287922106 2 5726.4688768232 )	53.8962132135 (ExtendedPoll#45)
	4065	(	2 0 4269.9967783213 2 5728.4085811769 )	53.8792448146 (ExtendedPoll#45)
	4066	(	2 0 4267.4719212911 2 5731.3906420478 )	53.8723914551 (ExtendedPoll#45)
	4069	(	2 0 4266.5745734546 2 5733.1256282638 )	53.8633577202 (ExtendedPoll#45)
	4078	(	2 0 4266.4308176062 2 5733.3229626873 )	53.8627005560 (ExtendedPoll#45)
	4079	(	2 0 4265.9995500609 2 5733.9149659579 )	53.8607301402 (ExtendedPoll#45)
	4083	(	2 0 4265.8268724443 2 5734.0875636064 )	53.8605721022 (ExtendedPoll#45)
	4084	(	2 0 4265.3088395946 2 5734.6053565521 )	53.8600989724 (ExtendedPoll#45)
	4085	(	2 0 4263.2367081957 2 5736.6765283347 )	53.8582212182 (ExtendedPoll#45)
	4086	(	2 0 4254.9481826001 2 5744.9612154653 )	53.8509466860 (ExtendedPoll#45)
	4087	(	2 0 4221.7940802176 2 5778.0999639874 )	53.8256476388 (ExtendedPoll#45)
	4088	(	2 0 4089.1776706878 2 5910.6549580759 )	53.7861774796 (ExtendedPoll#45)
	4103	(	2 0 4089.1136696138 2 5910.7589031772 )	53.7858180957 (ExtendedPoll#45)
	4104	(	2 0 4088.9216663918 2 5911.0707384809 )	53.7847402348 (ExtendedPoll#45)
	4108	(	2 0 4088.8359939837 2 5911.1576970414 )	53.7847351920 (ExtendedPoll#45)
	4109	(	2 0 4088.5789767594 2 5911.4185727227 )	53.7847203220 (ExtendedPoll#45)
	4122	(	2 0 4088.5833028094 2 5911.4153495129 )	53.7847099233 (ExtendedPoll#45)
	4129	(	2 0 4088.5841710836 2 5911.4149550584 )	53.7847055346 (ExtendedPoll#45)
	4132	(	2 0 4088.5850132823 2 5911.4145076255 )	53.7847018687 (ExtendedPoll#45)
	4136	(	2 0 4088.5854359861 2 5911.4142869556 )	53.7846999932 (ExtendedPoll#45)
	4139	(	2 0 4088.5850617172 2 5911.4148479102 )	53.7846983212 (ExtendedPoll#45)
	4147	(	2 0 4088.5850276880 2 5911.4148968462 )	53.7846981880 (ExtendedPoll#45)
	4148	(	2 0 4088.5849256003 2 5911.4150436540 )	53.7846977884 (ExtendedPoll#45)
	4153	(	2 0 4088.5849005844 2 5911.4150977550 )	53.7846975253 (ExtendedPoll#45)
	4164	(	2 0 4088.5849003997 2 5911.4150986678 )	53.7846975187 (ExtendedPoll#45)
	4165	(	2 0 4088.5848992968 2 5911.4151001689 )	53.7846975151 (ExtendedPoll#45)
	4169	(	2 0 4088.5848988407 2 5911.4151009808 )	53.7846975119 (ExtendedPoll#45)
	4172	(	2 0 4088.5848979979 2 5911.4151019930 )	53.7846975104 (ExtendedPoll#45)
	4187	(	2 0 4105.5097056568 2 5894.3640876566 )	53.7853303801 (ExtendedPoll#46)
	4219	(	2 0 4105.5249912111 2 5894.4490403525 )	53.7844103322 (ExtendedPoll#46)
	4224	(	2 0 4105.5402085635 2 5894.4501641740 )	53.7842605703 (ExtendedPoll#46)
	4228	(	2 0 4105.5590123984 2 5894.4395775740 )	53.7841854603 (ExtendedPoll#46)
	4236	(	2 0 4105.5607070024 2 5894.4387021916 )	53.7841779690 (ExtendedPoll#46)
	4237	(	2 0 4105.5636102425 2 5894.4362276993 )	53.7841740843 (ExtendedPoll#46)
	4247	(	2 0 4105.5638149153 2 5894.4361054192 )	53.7841733315 (ExtendedPoll#46)
	4251	(	2 0 4105.5638612668 2 5894.4360679458 )	53.7841732508 (ExtendedPoll#46)
	4252	(	2 0 4105.5640003213 2 5894.4359555257 )	53.7841730088 (ExtendedPoll#46)
	4258	(	2 0 4105.5640265310 2 5894.4359413401 )	53.7841728988 (ExtendedPoll#46)
	4265	(	2 0 4105.5640472452 2 5894.4359452146 )	53.7841726734 (ExtendedPoll#46)
	4271	(	2 0 4105.5640494603 2 5894.4359482098 )	53.7841726256 (ExtendedPoll#46)
	4277	(	2 0 4105.5640494863 2 5894.4359491407 )	53.7841726169 (ExtendedPoll#46)
	4278	(	2 0 4105.5640486402 2 5894.4359508001 )	53.7841726094 (ExtendedPoll#46)
	4284	(	2 0 4105.5640493116 2 5894.4359501547 )	53.7841726092 (ExtendedPoll#46)
	4285	(	2 0 4105.5640513257 2 5894.4359482183 )	53.7841726085 (ExtendedPoll#46)
	4286	(	2 0 4105.5640593820 2 5894.4359404726 )	53.7841726058 (ExtendedPoll#46)
	4298	(	2 0 4105.5640593940 2 5894.4359405296 )	53.7841726051 (ExtendedPoll#46)
	4299	(	2 0 4105.5640595037 2 5894.4359404905 )	53.7841726045 (ExtendedPoll#46)
	4317	(	2 0 4986.7257528443 2 5008.3439881737 )	55.9026187973 (ExtendedPoll#47)
	4321	(	2 0 4975.6982691662 2 5019.3714718518 )	55.8540052955 (ExtendedPoll#47)
	4322	(	2 0 4942.6158181319 2 5052.4539228861 )	55.7112095080 (ExtendedPoll#47)
	4323	(	2 0 4810.2860139947 2 5184.7837270233 )	55.1870194047 (ExtendedPoll#47)
	4324	(	2 0 4280.9667974460 2 5714.1029435721 )	53.9228267897 (ExtendedPoll#47)
	4340	(	2 0 4282.9099137686 2 5713.8982254345 )	53.9076802800 (ExtendedPoll#47)
	4343	(	2 0 4283.1982251457 2 5715.8293998657 )	53.8861047342 (ExtendedPoll#47)
	4346	(	2 0 4285.4740084419 2 5714.2633061132 )	53.8814393469 (ExtendedPoll#47)
	4353	(	2 0 4285.1205497824 2 5714.8564555920 )	53.8787142179 (ExtendedPoll#47)
	4364	(	2 0 4285.1005852658 2 5714.8795367790 )	53.8786630424 (ExtendedPoll#47)
	4365	(	2 0 4285.0406917160 2 5714.9487803400 )	53.8785095322 (ExtendedPoll#47)
	4367	(	2 0 4285.0005710927 2 5714.9947752809 )	53.8784105470 (ExtendedPoll#47)
	4379	(	2 0 4285.0007834768 2 5714.9966707681 )	53.8783899929 (ExtendedPoll#47)
	4380	(	2 0 4284.9983617564 2 5714.9996181702 )	53.8783823323 (ExtendedPoll#47)
	4381	(	2 0 4284.9910965952 2 5715.0084603766 )	53.8783593509 (ExtendedPoll#47)
	4385	(	2 0 4284.9884190656 2 5715.0111774997 )	53.8783562185 (ExtendedPoll#47)
	4386	(	2 0 4284.9803864769 2 5715.0193288691 )	53.8783468217 (ExtendedPoll#47)
	4402	(	2 0 4284.9804412318 2 5715.0194883169 )	53.8783447670 (ExtendedPoll#47)
	4407	(	2 0 4284.9804170022 2 5715.0195427745 )	53.8783444443 (ExtendedPoll#47)
	4414	(	2 0 4284.9804316104 2 5715.0195457146 )	53.8783442863 (ExtendedPoll#47)
	4416	(	2 0 4284.9804399767 2 5715.0195580455 )	53.8783440910 (ExtendedPoll#47)
	4423	(	2 0 4284.9804363154 2 5715.0195618337 )	53.8783440860 (ExtendedPoll#47)
	4424	(	2 0 4284.9804253315 2 5715.0195731983 )	53.8783440710 (ExtendedPoll#47)
	4432	(	2 0 4284.9804248959 2 5715.0195740214 )	53.8783440667 (ExtendedPoll#47)
	4433	(	2 0 4284.9804240703 2 5715.0195756911 )	53.8783440575 (ExtendedPoll#47)
	4443	(	2 0 4284.9804241092 2 5715.0195758008 )	53.8783440561 (ExtendedPoll#47)
	4448	(	2 0 4284.9804241503 2 5715.0195758421 )	53.8783440553 (ExtendedPoll#47)
	4453	(	3 0 3210.2718306224 2 3039.4036796793 1 3750.2294356176 )	46.5957725777
	4454	(	3 0 3210.2204488871 2 3039.5770909239 1 3750.2008639259 )	46.5947035783
	4475	(	2 0 4999.8234054990 2 5000.1686007961 )	55.9010071498 (ExtendedPoll#48)
	4476	(	2 0 4999.2960163907 2 5000.6767975791 )	55.8988833670 (ExtendedPoll#48)
	4477	(	2 0 4997.1864599572 2 5002.7095847109 )	55.8903991267 (ExtendedPoll#48)
	4478	(	2 0 4988.7482342235 2 5010.8407332383 )	55.8566367335 (ExtendedPoll#48)
	4479	(	2 0 4954.9953312886 2 5043.3653273476 )	55.7244004145 (ExtendedPoll#48)
	4480	(	2 0 4819.9837195490 2 5173.4637037851 )	55.2417552587 (ExtendedPoll#48)
	4481	(	2 0 4279.9372725906 2 5693.8572095350 )	54.1320597545 (ExtendedPoll#48)
	4483	(	2 0 4260.7210634090 2 5718.3142030389 )	54.0605176484 (ExtendedPoll#48)
	4484	(	2 0 4203.0724358640 2 5791.6851835507 )	53.8630778677 (ExtendedPoll#48)
	4493	(	2 0 4211.2611613676 2 5784.2607390941 )	53.8607636217 (ExtendedPoll#48)
	4494	(	2 0 4235.8273378782 2 5761.9874057245 )	53.8557950144 (ExtendedPoll#48)
	4499	(	2 0 4239.2666025897 2 5760.1381185483 )	53.8430394257 (ExtendedPoll#48)
	4506	(	2 0 4238.4020949545 2 5761.2154477473 )	53.8403110732 (ExtendedPoll#48)
	4507	(	2 0 4236.9895398051 2 5762.5631754865 )	53.8398579750 (ExtendedPoll#48)
	4508	(	2 0 4232.7518743570 2 5766.6063587038 )	53.8385611120 (ExtendedPoll#48)
	4509	(	2 0 4215.8012125647 2 5782.7790915733 )	53.8343120215 (ExtendedPoll#48)
	4510	(	2 0 4147.9985653954 2 5847.4700230513 )	53.8324459450 (ExtendedPoll#48)
	4516	(	2 0 4142.8942598315 2 5853.3659054138 )	53.8237142063 (ExtendedPoll#48)
	4517	(	2 0 4127.5813431399 2 5871.0535525015 )	53.7986042338 (ExtendedPoll#48)
	4526	(	2 0 4129.7411194915 2 5869.3305081768 )	53.7948876409 (ExtendedPoll#48)
	4531	(	2 0 4130.5591390496 2 5868.7973880268 )	53.7923765042 (ExtendedPoll#48)
	4536	(	2 0 4131.0192217390 2 5868.6337201408 )	53.7897014772 (ExtendedPoll#48)
	4537	(	2 0 4131.7293377788 2 5867.9632682402 )	53.7894517155 (ExtendedPoll#48)
	4538	(	2 0 4133.8596858981 2 5865.9519125383 )	53.7887184190 (ExtendedPoll#48)
	4543	(	2 0 4134.5843028059 2 5865.2972409942 )	53.7882006022 (ExtendedPoll#48)
	4546	(	2 0 4134.9640976007 2 5864.9903770359 )	53.7875931645 (ExtendedPoll#48)
	4554	(	2 0 4134.9859247059 2 5864.9690484814 )	53.7875925935 (ExtendedPoll#48)
	4555	(	2 0 4135.0514060213 2 5864.9050628179 )	53.7875908962 (ExtendedPoll#48)
	4556	(	2 0 4135.3133312830 2 5864.6491201639 )	53.7875843437 (ExtendedPoll#48)
	4557	(	2 0 4136.3610323297 2 5863.6253495479 )	53.7875619231 (ExtendedPoll#48)
	4570	(	2 0 4136.3648032632 2 5863.6247733590 )	53.7875329472 (ExtendedPoll#48)
	4571	(	2 0 4136.3761160637 2 5863.6230447924 )	53.7874460195 (ExtendedPoll#48)
	4577	(	2 0 4136.3737259452 2 5863.6260178809 )	53.7874401351 (ExtendedPoll#48)
	4591	(	2 0 4136.3738000302 2 5863.6261693177 )	53.7874380524 (ExtendedPoll#48)
	4596	(	2 0 4136.3737497999 2 5863.6262370108 )	53.7874378803 (ExtendedPoll#48)
	4598	(	2 0 4136.3737091508 2 5863.6262806039 )	53.7874378451 (ExtendedPoll#48)
	4599	(	2 0 4136.3735872034 2 5863.6264113833 )	53.7874377393 (ExtendedPoll#48)
	4608	(	2 0 4136.3735928884 2 5863.6264065675 )	53.7874377323 (ExtendedPoll#48)
	4615	(	2 0 4136.3735936795 2 5863.6264060760 )	53.7874377297 (ExtendedPoll#48)
	4616	(	2 0 4136.3735950382 2 5863.6264048019 )	53.7874377291 (ExtendedPoll#48)
	4625	(	2 0 4136.3735951385 2 5863.6264047429 )	53.7874377288 (ExtendedPoll#48)
	4629	(	2 0 4136.3735950627 2 5863.6264048312 )	53.7874377287 (ExtendedPoll#48)
	4630	(	2 0 4136.3735948352 2 5863.6264050962 )	53.7874377283 (ExtendedPoll#48)
	4639	(	2 0 4136.3735948402 2 5863.6264051370 )	53.7874377278 (ExtendedPoll#48)
	4647	(	2 0 4105.5720108686 2 5894.4263928684 )	53.7841874022 (ExtendedPoll#49)
	4674	(	2 0 4105.5833069765 2 5894.4161347829 )	53.7841780742 (ExtendedPoll#49)
	4687	(	2 0 4105.5835293721 2 5894.4160488549 )	53.7841768253 (ExtendedPoll#49)
	4688	(	2 0 4105.5841965588 2 5894.4157910708 )	53.7841730784 (ExtendedPoll#49)
	4693	(	2 0 4105.5842867579 2 5894.4157131287 )	53.7841729675 (ExtendedPoll#49)
	4712	(	2 0 4105.5842868659 2 5894.4157130854 )	53.7841729669 (ExtendedPoll#49)
	4719	(	2 0 4105.5842868950 2 5894.4157130859 )	53.7841729666 (ExtendedPoll#49)
	4743	(	2 0 4999.8031735893 2 5000.1447170134 )	55.9014542318 (ExtendedPoll#50)
	4744	(	2 0 4999.2150887519 2 5000.5812624482 )	55.9006716187 (ExtendedPoll#50)
	4745	(	2 0 4996.8627494022 2 5002.3274441874 )	55.8975509135 (ExtendedPoll#50)
	4746	(	2 0 4987.4533920033 2 5009.3121711443 )	55.8852243268 (ExtendedPoll#50)
	4747	(	2 0 4949.8159624076 2 5037.2510789717 )	55.8384358459 (ExtendedPoll#50)
	4748	(	2 0 4799.2662440251 2 5149.0067102812 )	55.6927299999 (ExtendedPoll#50)
	4751	(	2 0 4798.1744139579 2 5164.6198802413 )	55.5187163710 (ExtendedPoll#50)
	4752	(	2 0 4798.1744139579 2 5196.0645861749 )	55.1525452486 (ExtendedPoll#50)
	4757	(	2 0 4792.1420528370 2 5201.0324129804 )	55.1431419649 (ExtendedPoll#50)
	4758	(	2 0 4774.0449694742 2 5215.9358933968 )	55.1157026271 (ExtendedPoll#50)
	4759	(	2 0 4701.6566360229 2 5275.5498150626 )	55.0176540485 (ExtendedPoll#50)
	4760	(	2 0 4412.1033022177 2 5514.0055017256 )	54.8221696457 (ExtendedPoll#50)
	4764	(	2 0 4371.9239557470 2 5561.1725606260 )	54.6749065998 (ExtendedPoll#50)
	4765	(	2 0 4251.3859163349 2 5702.6737373272 )	54.2973393293 (ExtendedPoll#50)
	4768	(	2 0 4391.1401649287 2 5590.8703384522 )	54.2022453171 (ExtendedPoll#50)
	4774	(	2 0 4362.3158511562 2 5624.4987045201 )	54.1076851285 (ExtendedPoll#50)
	4779	(	2 0 4358.6036289279 2 5639.6751424533 )	53.9858955384 (ExtendedPoll#50)
	4784	(	2 0 4355.6625116846 2 5642.2409431111 )	53.9855132092 (ExtendedPoll#50)
	4785	(	2 0 4346.8391599545 2 5649.9383450844 )	53.9845992440 (ExtendedPoll#50)
	4786	(	2 0 4311.5457530343 2 5680.7279529777 )	53.9844549147 (ExtendedPoll#50)
	4791	(	2 0 4308.5432203496 2 5687.9340314208 )	53.9390274262 (ExtendedPoll#50)
	4795	(	2 0 4307.7243477993 2 5691.7554366558 )	53.9082186256 (ExtendedPoll#50)
	4807	(	2 0 4308.0052488063 2 5691.9562363603 )	53.9037540967 (ExtendedPoll#50)
	4811	(	2 0 4308.1049356103 2 5691.8857845325 )	53.9035781830 (ExtendedPoll#50)
	4817	(	2 0 4308.1185770304 2 5691.8789477872 )	53.9035262437 (ExtendedPoll#50)
